"","file","object_id","tabular","semantic","definition_list","header_row","header_column","rule_1_violation","rule_2_violation","rule_3_violation","rule_4_violation","violations_sum","violation_present"
"3379","1576579-13",3966,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3380","1575414-16",4557,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3381","1576094-4",1091,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3382","1576445-10",10360,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3383","1576209-5",19402,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3384","1576571-10",1659,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3385","1576507-2",1424,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3386","1576877-6",1950,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3387","1576580-4",761,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3388","1575611-6",5870,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3389","1576665-6",5649,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"3390","1576965-13",21463,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3391","1576877-0",181,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3392","1575757-4",5336,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3393","1576522-6",14704,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3394","1576721-2",601,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3395","1577005-12",29341,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3396","1576911-0",142,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3397","1576879-13",3283,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3398","1576821-2",802,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3399","1575791-0",200,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3400","1576578-11",2299,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3401","1576803-15",2822,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3402","1576981-12",4826,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3403","1576877-9",2760,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3404","1575541-3",5679,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"3405","1575944-9",6261,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3406","1575899-13",10939,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3407","1575992-10",6031,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3408","1576223-17",75533,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3409","1576429-5",2720,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3410","1576571-1",277,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3411","1576634-0",224,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3412","1576746-2",736,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3413","1576868-6",987,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3414","1575464-2",3581,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3415","1575678-4",3634,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3416","1575606-5",5056,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3417","1576965-13",21885,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3418","1575396-1",313,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3419","1576887-0",222,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3420","1576882-1",360,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3421","1576814-3",2415,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3422","1576965-7",9182,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3423","1576887-1",331,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3424","1577009-9",15385,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3425","1576572-19",3404,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3426","1576778-0",489,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"3427","1576574-14",2721,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3428","1576874-6",1498,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3429","1576876-4",950,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3430","1575528-1",764,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3431","1575579-7",6410,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3432","1576900-7",8406,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3433","1577008-11",18645,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3434","1574971-5",3931,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3435","1576898-5",6434,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3436","1577005-7",17738,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3437","1575577-3",1582,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3438","1575946-1",1159,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3439","1576672-1",3535,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3440","1576311-3",1341,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3441","1576020-2",2346,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3442","1576819-5",2951,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3443","1575825-7",6553,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3444","1576870-0",108,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3445","1577012-17",28771,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3446","1575992-17",10169,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3447","1576237-8",4483,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3448","1577013-3",435,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3449","1576569-1",408,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3450","1576410-2",4950,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3451","1576541-15",8875,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3452","1577011-3",5210,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3453","1576584-4",12333,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3454","1576780-6",676,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3455","1577012-5",8662,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3456","1575515-6",1623,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3457","1576875-13",2372,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3458","1575536-6",19879,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3459","1575619-9",2240,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3460","1576533-7",7171,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3461","1576857-14",4628,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3462","1576868-10",1473,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3463","1577008-3",5190,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3464","1577008-8",13718,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3465","1576533-1",1166,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3466","1576568-7",1282,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3467","1576453-4",11192,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3468","1576572-18",3325,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3469","1576650-10",11429,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3470","1576579-3",1341,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3471","1576778-0",151,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3472","1577138-8",6637,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3473","1577010-11",18544,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3474","1576867-10",2004,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3475","1576257-1",389,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3476","1576262-3",3721,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3477","1577023-8",6548,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3478","1576312-15",48831,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3479","1576882-4",1233,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3480","1577011-11",18742,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3481","1577011-2",3595,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3482","1577008-7",12035,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3483","1577171-2",3643,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3484","1576706-9",3229,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3485","1576870-6",1545,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3486","1577104-2",237,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3487","1576877-3",904,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3488","1576960-8",3707,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3489","1577007-11",18547,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3490","1577146-3",5841,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3491","1577114-4",16166,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"3492","1576878-7",1708,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3493","1577191-2",5532,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3494","1577011-15",25656,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3495","1576911-3",747,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3496","1576944-7",15306,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3497","1576879-12",3218,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3498","1577181-0",200,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3499","1577116-3",9099,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3500","1577108-11",24394,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3501","1577240-9",6216,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3502","1577246-11",3331,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3503","1576312-0",1068,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3504","1576532-8",16966,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3505","1577246-7",2118,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3506","1576549-0",82,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"3507","1576866-12",1754,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3508","1576573-9",1819,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3509","1576569-3",801,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3510","1576536-7",3351,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3511","1576882-5",1478,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3512","1577230-2",783,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3513","1577271-4",817,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"3514","1576877-12",3486,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3515","1576302-12",40437,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3516","1576597-5",10195,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3517","1576747-7",2105,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3518","1576965-13",21676,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3519","1576887-8",952,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3520","1577246-5",1560,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3521","1577054-7",7769,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3522","1577308-1",929,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3523","1577420-1",1318,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3524","1576572-5",1073,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3525","1576575-11",2213,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3526","1576579-14",4200,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3527","1576838-4",588,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3528","1576877-11",3311,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3529","1576879-8",1883,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3530","1576944-10",18215,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3531","1577146-9",13988,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3532","1577246-8",2443,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3533","1577300-3",772,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3534","1577360-6",2077,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3535","1577335-19",22768,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3536","1576912-0",242,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3537","1576922-2",3559,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3538","1576876-1",504,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3539","1577340-1",2190,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3540","1577232-0",226,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3541","1577229-9",7079,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3542","1577375-15",53246,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3543","1577219-5",3930,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3544","1577236-4",4385,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3545","1577281-5",3061,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3546","1577408-13",32011,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3547","1577409-16",5373,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3548","1577374-4",5953,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3549","1577307-0",872,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3550","1577358-13",41769,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3551","1577414-9",8048,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3552","1577397-9",3635,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3553","1575947-16",16157,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3554","1577408-15",38089,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3555","1575847-0",3422,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3556","1575903-15",2942,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3557","1576033-10",7162,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3558","1576112-10",14365,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,FALSE
"3559","1575992-6",3674,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3560","1577374-3",4344,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3561","1576355-3",4373,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3562","1577408-1",237,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3563","1576574-13",2464,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3564","1577454-1",1770,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3565","1577406-10",7388,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3566","1577381-1",2941,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3567","1576796-9",9048,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3568","1577457-12",26640,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3569","1577410-4",497,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3570","1577406-12",8073,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3571","1577454-6",7600,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3572","1577457-6",16024,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3573","1577457-6",15571,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3574","1577479-8",25228,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3575","1577457-7",18070,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3576","1577521-4",1253,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3577","1576539-7",6761,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3578","1577539-7",16805,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3579","1576572-11",2073,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3580","1576577-11",2553,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3581","1576534-2",9805,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3582","1577011-4",6853,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3583","1577009-7",12038,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3584","1576911-6",1064,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3585","1577179-1",813,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3586","1577377-5",15652,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3587","1577573-3",1917,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3588","1575638-5",2885,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3589","1576312-3",11256,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3590","1576569-11",2273,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3591","1576576-15",3223,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3592","1576575-0",189,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3593","1576746-6",2227,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3594","1576814-3",3044,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3595","1576747-11",3506,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3596","1577146-9",14480,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3597","1577579-3",10356,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3598","1577138-2",1893,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3599","1577131-3",336,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3600","1577281-5",2782,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3601","1577265-5",6486,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3602","1577335-19",23481,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3603","1577012-9",15438,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3604","1577404-5",1431,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3605","1577146-11",16260,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3606","1577428-4",4041,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3607","1577107-3",929,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3608","1577007-5",8488,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3609","1577554-9",3933,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3610","1577574-13",7886,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3611","1577570-2",6212,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,FALSE
"3612","1577572-15",8864,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3613","1577572-9",5388,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3614","1577361-1",225,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3615","1577246-1",339,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3616","1577357-13",42689,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3617","1577240-5",3859,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3618","1577592-9",4883,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,FALSE
"3619","1577574-0",107,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3620","1576912-2",612,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3621","1577653-13",24688,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3622","1577239-7",6980,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3623","1576897-5",6531,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3624","1577575-5",3979,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3625","1576945-2",3150,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3626","1577368-2",3542,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3627","1577344-1",2449,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3628","1577472-14",40739,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3629","1577457-9",20789,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3630","1577546-7",10365,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3631","1577744-7",3858,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3632","1577572-6",3646,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3633","1576912-1",452,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3634","1577691-14",18732,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
"3635","1577006-9",29370,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3636","1577006-2",7855,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3637","1576945-4",6806,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,FALSE
"3638","1576985-5",3212,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,FALSE
"3639","1576910-6",887,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,FALSE
"3640","1577012-6",10398,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,FALSE
"3641","1577420-11",12508,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,FALSE
